exception_id,type,requester,approver,department,justification,start_date,end_date,status,risk_level,review_requested_date
EXC-0583,vendor_access_waiver,platform.eng,compliance.officer,Customer Support,Legacy issue,2025-12-08,2026-01-09,REVOKED,HIGH,
EXC-0584,data_access_exception,qa.team,security.lead,Data & Analytics,Database migration support for project 120,2025-12-01,2026-01-17,ACTIVE,HIGH,
EXC-0585,firewall_rule_open,infra.team,alice.smith,Legal,Short-term fix,2025-11-22,2026-01-28,REVOKED,MEDIUM,
EXC-0586,vendor_access_waiver,wendy.davis,alice.smith,Data & Analytics,Quarterly penetration test access window,2025-11-16,2026-06-29,ACTIVE,HIGH,
EXC-0587,vendor_access_waiver,olivia.patel,it.director,IT Infrastructure,Vendor SOC 2 audit data extraction,2026-02-23,2026-08-20,ACTIVE,HIGH,
EXC-0588,data_access_exception,platform.eng,platform.lead,IT Infrastructure,Vendor SOC 2 audit data extraction,2025-06-29,2026-08-02,ACTIVE,HIGH,
EXC-0589,background_check_pending,emma.kumar,ciso.office,Operations,Legacy system compatibility during migration to v277,2025-07-26,2025-08-15,ACTIVE,CRITICAL,
EXC-0590,admin_access,olivia.davis,manager.001,Sales,Production troubleshooting for incident INC-467,2025-08-26,2025-09-27,ACTIVE,HIGH,
EXC-0591,firewall_rule_open,paul.smith,bob.jones,Legal,Production troubleshooting for incident INC-888,2025-12-01,2026-08-28,ACTIVE,MEDIUM,
EXC-0592,dev_environment_exception,qa.team,bob.jones,Engineering,Integration with Partner Ltd API gateway,2025-08-10,2026-04-23,ACTIVE,MEDIUM,
EXC-0593,background_check_pending,paul.patel,security.lead,Operations,Vendor SOC 2 audit data extraction,2025-07-04,2025-08-24,REVOKED,MEDIUM,
EXC-0594,background_check_pending,wendy.patel,security.lead,Legal,Production troubleshooting for incident INC-351,2025-05-16,2026-06-20,ACTIVE,HIGH,
EXC-0595,vendor_access_waiver,jack.davis,security.lead,Operations,Short-term fix,2025-10-16,2026-07-24,ACTIVE,HIGH,
EXC-0596,vendor_access_waiver,infra.team,manager.001,Finance,Production troubleshooting for incident INC-553,2026-02-13,2026-07-20,ACTIVE,HIGH,
EXC-0597,firewall_rule_open,victor.jones,bob.jones,Legal,Legacy system compatibility during migration to v688,2026-02-20,2026-05-26,ACTIVE,MEDIUM,
EXC-0598,admin_access,victor.davis,compliance.officer,Security,Legacy system compatibility during migration to v817,2026-01-20,2026-05-26,ACTIVE,HIGH,
EXC-0599,data_access_exception,frank.clark,platform.lead,Security,Quarterly penetration test access window,2025-05-28,2025-06-09,ACTIVE,CRITICAL,
EXC-0600,data_access_exception,wendy.lee,ciso.office,Sales,Legacy system compatibility during migration to v123,2025-07-03,2026-10-12,ACTIVE,HIGH,
